timestamp,count
2025-10-29T06:23:49.193561,0
2025-10-29T06:23:54.544007,0
2025-10-29T06:23:59.649950,0
2025-10-29T06:24:04.788404,0
2025-10-29T06:24:09.862949,7
2025-10-29T06:24:15.230210,9
2025-10-29T06:24:21.232426,9
2025-10-29T06:24:26.603718,2
2025-10-29T06:24:31.840424,4
2025-10-29T06:24:38.354337,2
2025-10-29T06:24:43.949862,4
2025-10-29T06:24:49.282299,3
2025-10-29T06:24:54.906189,1
2025-10-29T06:25:00.599949,0
2025-10-29T06:25:05.743162,0
2025-10-29T06:25:10.918756,3
2025-10-29T06:25:15.952997,4
2025-10-29T06:25:21.071972,2
2025-10-29T06:25:26.314815,1
2025-10-29T06:25:31.321444,0
2025-10-29T06:25:36.347685,4
2025-10-29T06:25:41.552719,2
2025-10-29T06:25:46.565464,8
2025-10-29T06:25:51.682404,6
2025-10-29T06:25:57.430540,6
2025-10-29T06:26:03.256151,3
2025-10-29T06:26:09.319961,5
2025-10-29T06:26:14.382960,5
2025-10-29T06:26:19.451819,5
2025-10-29T06:26:24.709395,0
2025-10-29T06:26:29.851129,0
2025-10-29T06:26:34.888357,0
2025-10-29T06:26:40.098957,0
2025-10-29T06:26:45.199055,1
2025-10-29T06:26:50.285193,5
2025-10-29T06:26:55.519019,3
2025-10-29T06:27:01.882420,0
2025-10-29T06:27:06.969296,0
2025-10-29T06:27:11.978070,0
2025-10-29T06:27:17.142653,0
2025-10-29T06:27:22.211955,0
2025-10-29T06:27:27.417214,0
2025-10-29T06:27:32.561872,0
2025-10-29T06:27:37.651180,0
2025-10-29T06:27:42.687755,0
2025-10-29T06:27:47.894434,0
2025-10-29T06:27:53.086558,0
2025-10-29T06:27:58.339252,0
2025-10-29T06:28:03.568638,0
2025-10-29T06:28:08.602330,0
2025-10-29T06:28:13.695779,0
2025-10-29T06:28:18.901424,0
2025-10-29T06:28:24.079819,0
2025-10-29T06:28:29.227108,0
2025-10-29T06:28:34.275097,0
2025-10-29T06:28:39.405602,0
2025-10-29T06:28:44.580528,0
2025-10-29T06:28:49.643284,0
2025-10-29T06:28:54.666666,0
2025-10-29T06:28:59.747795,0
2025-10-29T06:29:04.806961,0
2025-10-29T06:29:09.904486,0
2025-10-29T06:29:14.927937,0
2025-10-29T06:29:20.093891,0
2025-10-29T06:29:25.885940,0
2025-10-29T06:29:32.189847,0
2025-10-29T06:29:37.215925,0
2025-10-29T06:29:42.267337,0
2025-10-29T06:29:47.813685,0
2025-10-29T06:29:53.907769,0
2025-10-29T06:29:59.493054,0
2025-10-29T06:30:06.004036,0
2025-10-29T06:30:12.126095,0
2025-10-29T06:30:17.819116,0
2025-10-29T06:30:23.092990,0
2025-10-29T06:30:28.210466,0
2025-10-29T06:30:33.781478,0
2025-10-29T06:30:39.353925,0
2025-10-29T06:30:44.429208,0
2025-10-29T06:30:49.433484,0
2025-10-29T06:30:54.615584,0
2025-10-29T06:30:59.678689,0
2025-10-29T06:31:04.872448,0
2025-10-29T06:31:10.053895,0
2025-10-29T06:31:15.224534,0
2025-10-29T06:31:20.562011,0
2025-10-29T06:31:25.782776,0
2025-10-29T06:31:30.789403,0
2025-10-29T06:31:36.093853,0
2025-10-29T06:31:42.171833,0
2025-10-29T06:31:47.324958,0
2025-10-29T06:31:53.036438,0
2025-10-29T06:31:58.341911,0
2025-10-29T06:32:03.486785,0
2025-10-29T06:32:08.636773,0
2025-10-29T06:32:13.916415,0
2025-10-29T06:32:19.300417,0
2025-10-29T06:32:24.478011,0
2025-10-29T06:32:30.023258,0
2025-10-29T06:32:35.447362,0
2025-10-29T06:32:40.703090,0
2025-10-29T06:32:45.936476,0
2025-10-29T06:32:51.402201,0
2025-10-29T06:32:56.763710,0
2025-10-29T06:33:02.091802,0
2025-10-29T06:33:07.721609,0
2025-10-29T06:33:12.774789,0
2025-10-29T06:33:18.164641,0
2025-10-29T06:33:23.269765,0
2025-10-29T06:33:28.832091,0
2025-10-29T06:33:33.947698,0
2025-10-29T06:33:38.967301,0
2025-10-29T06:33:44.154088,0
2025-10-29T06:33:49.244675,0
2025-10-29T06:55:07.879401,0,0.0
2025-10-29T06:55:13.004498,0,0.0
2025-10-29T06:55:18.190830,0,0.0
2025-10-29T06:55:23.510686,0,0.0
2025-10-29T06:55:28.647269,0,0.0
2025-10-29T06:55:36.134163,10,8.715645105903803
2025-10-29T06:55:43.992086,11,9.587209616494183
2025-10-29T06:55:52.497785,9,7.844080595313423
2025-10-29T06:56:01.455073,12,10.458774127084565
2025-10-29T06:56:07.114622,10,8.715645105903803
2025-10-29T06:56:15.064119,7,6.1009515741326625
2025-10-29T06:56:22.568757,9,7.844080595313423
2025-10-29T06:56:29.641037,1,0.8715645105903804
2025-10-29T06:56:37.818254,11,9.587209616494183
2025-10-29T06:56:45.274390,11,9.587209616494183
2025-10-29T06:56:56.421626,10,8.715645105903803
2025-10-29T06:57:01.718326,12,10.458774127084565
